"","chimp","Sub..","Year4","Glucose","BUN","Creatine","Protein","Albumn","Bilirubn","alkphos","sgpt","sgot","cholesterol","calcium","phosphate","sodium","potassium","chloride","ag_ratio","bc_ratio","globulin","lipase","amylase","triglicerides","cpk","ggtp","magnesium","osmolal","Year3","Glucose.1","BUN.1","Creatin","Protein.1","Albumn.1","Bilirubn.1","alkphos.1","sgpt.1","sgot.1","cholesterol.1","calcium.1","phosphate.1","sodium.1","potassium.1","chloride.1","ag_ratio.1","bc_ratio.1","globulin.1","lipase.1","amylase.1","triglicerides.1","cpk.1","ggtp.1","magnesium.1","osmolal.1","Year2","Glucose.2","BUN.2","Creatin.1","Protein.2","Albumn.2","Bilirubn.2","alkphos.2","sgpt.2","sgot.2","cholesterol.2","calcium.2","phosphate.2","sodium.2","potassium.2","chloride.2","ag_ratio.2","bc_ratio.2","globulin.2","lipase.2","amylase.2","triglicerides.2","cpk.2","ggtp.2","magnesium.2","osmolal.2","Year1","Glucose.3","BUN.3","Creatin.2","Protein.3","Albumn.3","Bilirubn.3","alkphos.3","sgpt.3","sgot.3","cholesterol.3","calcium.3","phosphate.3","sodium.3","potassium.3","chloride.3","ag_ratio.3","bc_ratio.3","globulin.3","lipase.3","amylase.3","triglicerides.3","cpk.3","ggtp.3","magnesium.3","osmolal.3","DaysInterval1","DaysInterval2","DaysInterval3","AverageDaysInterval","Interval1Centered","Interval2Centered","Interval3Centered","X","DOB.x","Dam.x","Sire.x","Sex.x","Rater.x","DOPR.x","DaysAgeatTest","YearsAgeatTest","location.x","Version.x","Group.size.x","fear.x","dom.x","pers.x","caut.x","stbl.x","aut.x","stngy.x","jeals.x","reckl.x","soc.x","tim.x","symp.x","play.x","sol.x","actv.x","help.x","buly.x","aggr.x","manp.x","gntl.x","affc.x","exct.x","impl.x","inqs.x","subm.x","depd.x","irri.x","pred.x","decs.x","depr.x","sens.x","defn.x","intll.x","prot.x","invt.x","clmy.x","errc.x","frdy.x","lazy.x","dsor.x","unem.x","imit.x","indp.x","DOB.y","Dam.y","Sire.y","location.y","Group.size.y","Sex.y","Rater.y","DOPR.y","Version.y","reckl.y","aut.y","symp.y","sol.y","buly.y","actv.y","fear.y","caut.y","imit.y","unem.y","stngy.y","play.y","sens.y","exct.y","aggr.y","indp.y","intll.y","affc.y","stbl.y","help.y","tim.y","impl.y","depd.y","decs.y","defn.y","irri.y","lazy.y","invt.y","dom.y","pred.y","frdy.y","depr.y","clmy.y","prot.y","subm.y","gntl.y","manp.y","soc.y","inqs.y","jeals.y","pers.y","errc.y","dsor.y","fear.z","pers.z","caut.z","stbl.z","aut.z","stngy.z","jeals.z","reckl.z","soc.z","tim.z","symp.z","play.z","sol.z","actv.z","help.z","buly.z","aggr.z","manp.z","gntl.z","affc.z","exct.z","impl.z","inqs.z","subm.z","depd.z","irri.z","pred.z","decs.z","depr.z","sens.z","defn.z","intll.z","prot.z","invt.z","clmy.z","errc.z","frdy.z","lazy.z","dsor.z","unem.z","imit.z","indp.z","Colony","Status","Survey.1","BP.1","Weight.1..kg.","Survey.2","BP.2","Weight.2..kg.","Survey.3","BP.3","Weight.3..kg.","sex","maternity","paternity","momage","parity","bo","rearing","age","hi","date1","rbc","wbc","hct","hgb","mcv","mch","mchc","lymph","monos","eos","date2","rbc2","wbc2","hct2","hgb2","mcv2","mch2","mchc2","lymp2","mono2","eos2","date3","rbc3","wbc3","hct3","hgb3","mcv3","mch3","mchc3","lymp3","mono3","eos3"
"165","Waga","570","3/23/04",100,14,0.8,7.2,3.3,0.1,64,26,14,171,9.2,3.4,142,3.2,100,0.8,18,3.9,31,25,80,347,17,1.8,281,"04/08/2003",106,12,1,7.4,3.2,0.1,60,19,10,160,8.2,1.9,141,3,99,0.8,12,4.2,24,28,122,255,17,1.5,278,"4/25/02",92,13,0.8,8.9,3.8,0.1,73,28,22,185,9.9,2.6,153,3.4,109,0.9,16,5.1,60,33,140,681,17,1.9,301,"3/21/01",89,12,0.9,7.6,3.3,0.1,78,22,12,167,9.1,2.2,138,3,102,0.8,13,4.3,12,17,91,185,19,1.5,271,400,348,350,366,34,-18,-16,169,"3/19/1982","Banana","Jorg",0,"JM","01/11/1999",6142,17.3,"Yerkes","B",NA,2,2,2,5,3,1,3,2,2,3,5,3,3,3,3,3,3,2,2,3,3,3,2,4,5,3,1,5,3,5,4,2,3,2,3,4,3,3,5,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","07/01/2009","133/68",76,"11/20/07","107/52",79,"","",NA,0,"Banana","",35.92,8,6,1,"14.5","-0.41","03/02/1997",5.2,17200,41,13.1,78.8,25.2,32,33,1,2,"18/03/1998",4.88,12000,39.3,12.7,80.5,26,32.3,25,0,4,"16/03/1999",5.05,14400,41.1,13.4,81.4,26.4,32.6,16,0,0
"166","Wenka","170","9/22/03",101,14,1.3,8.4,3.9,0.2,105,2,20,220,9.9,2.6,148,3.5,101,0.9,11,4.5,32,23,134,155,21,1.6,292,"09/04/2003",116,13,1.3,8.4,3.8,0.2,61,4,24,234,10,1.8,148,3.6,104,0.8,10,4.6,33,23,177,107,24,1.7,293,"6/20/01",97,13,1.5,8.4,4.3,0.2,152,4,31,232,10,2.3,147,3.7,99,1,9,4.1,22,21,174,1278,26,1.8,290,"10/16/00",92,18,1.3,8.2,4,0.2,127,3,32,265,10,2.2,141,3.9,98,1,14,4.2,27,27,165,465,28,1.7,281,247,806,18,357,-110,449,-339,171,"5/21/1954","Banka","Web",0,"WH","08/11/1997",15788,44.3,"Yerkes","A",3,5,2,2,5,2,6,1,2,2,3,5,4,2,6,2,2,1,1,4,4,3,5,5,4,6,6,4,5,4,6,3,4,3,4,3,5,5,4,4,6,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","1/24/11","154/88",53,"4/15/08","176/94",51.5,"08/01/2006","221/128",44,0,"Banka","Web",13,1,1,2,"43","-1","16/06/1997",5.43,10700,44.6,14.9,82.1,27.4,33.4,24,2,10,"20/05/1998",5.01,8500,41.5,13.8,82.8,27.5,33.3,56,1,1,"07/07/1999",4.85,10400,40.5,13.6,83.5,28,33.6,48,3,1
"167","Wilma","630","03/08/2001",109,14,1.4,8.4,3.6,0.2,153,22,13,159,9.6,3,139,3.4,97,0.8,10,4.8,7,19,115,130,21,1.6,276,"2/16/00",95,12,1,8.3,3.8,0.1,211,29,15,177,9.2,2.9,138,3.6,103,0.8,12,4.5,25,22,98,138,21,1.8,273,"2/18/99",100,13,1,7.5,3.6,0.2,266,23,13,161,9.8,3.7,140,4.2,103,0.9,13,3.9,21,19,82,157,20,1.7,278,"2/16/98",89,14,0.8,7.6,3.5,0.4,355,42,11,220,9.6,5.4,139,4.5,102,0.9,18,4.1,NA,NA,96,119,NA,NA,NA,367,363,386,372,-5,-9,14,172,"10/27/1988","Vivienne","Duncan",0,"WH","7/23/97",3191,9,"Yerkes","A",9,2,5,5,5,6,1,3,5,2,6,2,3,5,2,5,4,5,2,5,5,5,3,2,4,4,3,1,7,5,1,5,3,5,5,NA,NA,NA,NA,NA,5,5,4,6,"10/27/1988","Vivienne","Duncan","Yerkes",9,0,"AH","7/26/01","A",3,1,3,4,1,4,2,4,4,6,4,3,4,3,1,5,4,4,4,4,3,3,3,5,4,3,4,4,4,6,4,4,4,4,4,5,5,4,2,3,3,3,3,2,4,4.5,5,1,3.5,4,2.5,5,2.5,3,4,3,4.5,4,3,1.5,5,5,4.5,3,2.5,3,4,3,2,6.5,5,2.5,4.5,3.5,4.5,4.5,NA,NA,NA,NA,NA,4,5.5,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Vivien","Duncan",14.25,2,2,1,"8","0.52","19/02/1997",4.71,18900,40.2,13,85.4,27.6,32.3,14,1,14,"16/02/1998",4.88,20900,41.7,13.8,85.5,28.3,33.1,21,2,9,"18/02/1999",4.63,18800,40.6,13.4,87.7,28.9,33,11,4,2
"168","Wilson","647","11/17/99",86,16,1,8.1,3.8,0.1,519,40,26,168,10.6,3.8,142,3.9,100,0.9,16,4.3,69,16,60,171,23,2,282,"9/23/98",69,18,0.8,9.3,3.8,0.3,533,53,27,207,11.2,5.9,141,4.4,103,0.7,23,5.5,62,18,55,180,43,1.9,281,"9/24/97",99,13,0.6,8.6,3.4,0.4,344,42,26,221,9.7,1.6,135,3.9,97,0.7,22,5.2,NA,NA,73,233,NA,NA,NA,"8/26/96",65,11,0.7,8.2,3.4,0.4,463,35,22,233,9.4,6.4,138,4.5,100,0.7,16,5.8,NA,NA,59,217,NA,NA,NA,394,364,420,392.67,1,-29,27,173,"03/09/1994","Gay","Rogger",1,"KG","2/18/98",1442,4.1,"Yerkes","A",NA,5,5,5,5,3,2,5,5,6,6,4,4,6,3,6,5,4,3,3,5,6,4,4,3,4,5,4,5,3,2,6,4,2,6,5,6,4,6,4,5,3,5,3,"03/09/1994","Gay","Rogger","Yerkes",NA,1,"LP","06/11/2000","B",5,6,5,2,4,6,5,5,5,2,4,6,5,6,4,3,3,6,3,5,5,4,5,3,3,2,2,3,3,4,6,2,2,5,4,4,5,6,6,5,4,3,1,5,4.5,5,3,4,4.5,5,5.5,6,4.5,4.5,6,2.5,6,5,4,3.5,4,4.5,6,5,4,4.5,4,5,3,4.5,3,2,5.5,3.5,2.5,5.5,4,4,3.5,6,3,3,2.5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Gay","Rogger",27.17,6,3,2,"3.5","0","24/09/1997",4.85,15800,36.5,12.4,75.3,25.6,34,29,0,3,"23/09/1998",5,7200,38.2,13.1,76.4,26.2,34.3,45,0,6,"17/11/1999",5.47,7600,41.1,13.5,75.1,24.7,32.8,62,1,0
"169","Winston","535","06/12/2003",115,7,1.4,7.5,3.8,0.2,74,32,29,182,8.8,2.2,140,3.5,104,1,5,3.7,30,22,77,365,21,1.5,276,"07/08/2002",82,9,1.2,7.6,3.7,0.2,103,41,32,193,9.5,3.3,144,3.4,107,0.9,8,3.9,29,27,98,241,22,1.9,282,"5/23/00",105,9,1.1,7.7,3.7,0.2,120,31,27,182,9,2.7,138,3.6,104,0.9,8,4,20,13,64,256,26,1.8,272,"7/29/99",86,8,1.2,7.5,3.9,0.2,140,36,37,194,9,4,141,3.7,105,1.1,7,3.6,12,9,118,344,24,1.8,277,299,776,339,471.33,-172,305,-132,174,"01/12/1987","Barbara","Ossabaw",1,"LF","12/08/1997",3983,11.2,"Yerkes","A",3,2,5,5,3,4,2,3,3,3,4,2,3,4,4,4,4,4,5,4,3,3,5,5,4,2,2,4,3,4,3,4,4,5,4,4,3,5,4,3,3,3,3,4,"01/12/1987","Barbara","Ossabaw","Yerkes",3,1,"AH","7/15/01","B",6,2,2,4,5,5,2,2,4,2,2,3,3,6,5,5,4,3,2,4,1,5,2,6,5,6,3,4,5,5,3,3,3,2,1,2,4,3,5,6,6,4,4,2,5.5,2.5,3,2,2.5,4.5,4.5,3.5,1.5,2.5,3.5,4,4.5,4,4.5,5,4,2.5,3,5.5,5,4.5,1.5,2,5,4,5,3,3.5,4.5,4.5,3,4,3,4.5,3.5,3,3.5,2.5,3.5,4.5,"Yerkes","Alive","9/15/10","145/86",93,"10/19/09","137/77",78.5,"10/29/08","141/81",77.5,1,"Barbara","Ossabaw",14.17,1,1,2,"10.5","-0.18","30/07/1997",5.59,18200,46.7,15.8,83.5,28.3,33.8,20,0,4,"23/07/1998",5.78,12000,48.8,17.1,84.4,29.6,35,19,1,0,"29/07/1999",5.63,8600,47.4,16.1,84.2,28.6,34,27,2,2
"170","Woodruff","405","7/15/04",92,7,1.2,7.3,3.5,0.2,79,46,24,191,9.6,2.3,141,3.2,100,0.9,6,3.8,64,31,133,334,34,2.2,276,"6/26/03",74,8,1.2,7.9,3.8,0.2,86,33,22,169,9.4,1.9,143,3.2,104,0.9,7,4.1,51,29,158,233,36,1.9,279,"6/24/02",74,11,1.3,7.9,3.9,0.2,97,39,23,193,9.9,1.6,140,3.4,105,1,8,4,49,31,166,507,35,1.9,275,"5/16/01",78,15,1.3,7.6,3.8,0.2,124,38,27,183,9.7,1.4,141,3.8,104,1,12,3.8,58,19,189,418,41,2.1,279,404,367,385,385.33,19,-18,0,175,"7/22/1975","Anna","Frans",1,"MW","7/16/01",9491,26.7,"Yerkes","A",2,3,2,6,5,6,2,4,4,2,5,2,5,3,2,3,5,1,1,2,6,5,3,3,6,6,2,2,6,6,3,5,2,5,4,5,3,2,6,6,2,3,4,6,"7/22/1975","Anna","Frans","Yerkes",2,1,"WH","9/15/97","B",2,3,4,5,1,1,4,5,2,5,3,2,2,2,2,4,1,2,4,3,6,3,5,2,2,2,6,2,2,4,3,5,5,3,6,4,2,3,2,3,5,3,6,3.5,5.5,5,5,2.5,3.5,3.5,2,4,4,4.5,2.5,3.5,2,4,1,1.5,2,5,3.5,2.5,3,4,6,3.5,2,5,4,4,3.5,2,3,3.5,3.5,4,2.5,4.5,6,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Anna","Frans",20.3,6,3,2,"21.5","1","24/06/1997",5.47,9300,46.8,15.6,85.6,28.5,33.3,46,1,5,"10/06/1998",5.48,7800,48.2,16.1,88,29.4,33.4,47,4,0,"07/07/1999",5.43,7600,46.6,15.3,85.8,28.2,32.8,48,3,1
"171","Zana","664","11/17/99",117,11,0.9,7.5,4,0.1,342,28,19,160,9.3,3.1,142,4.5,106,1.1,12,3.5,45,10,92,190,25,2.1,283,"12/03/1997",97,10,0.4,7.6,3.8,0.3,562,24,12,172,9.5,4.8,139,4.9,104,1,25,3.8,NA,NA,80,123,NA,NA,NA,"12/18/95",91,11,0.7,7.6,3.5,0.4,492,20,17,185,9.4,5.8,138,4,102,0.9,16,4.1,NA,NA,101,356,NA,NA,NA,"12/13/93",94,13,0.5,6.9,3.9,0.1,765,41,20,189,9.2,4.8,141,4.3,103,1.3,26,3,NA,NA,75,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Sheila","Jimoh",18.25,8,8,2,"7","0.31","26/06/1997",5.36,7800,41.6,13.9,77.6,25.9,33.4,57,3,1,"03/12/1997",5.37,7600,41.2,13.7,76.7,25.5,33.3,60,2,5,"06/01/1999",5.36,9400,42.2,14,78.7,26.1,33.2,39,1,6
"172","Ada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"01/01/1955","","",0,"WH","7/15/01",16997,47.7,"Yerkes","A",1,2,1,2,5,4,6,4,3,3,2,5,4,1,6,4,2,2,3,4,4,4,2,2,4,5,5,2,5,4,6,3,2,2,2,3,6,5,2,6,6,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Angela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"9/17/1971","Reba","Hep",0,"WH","7/27/97",9445,26.5,"Yerkes","A",2,5,6,5,5,5,5,5,4,1,3,6,4,2,6,3,4,2,1,4,5,5,2,2,2,6,5,4,4,3,5,5,2,1,4,1,6,4,5,6,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Artifact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"6/21/1979","Cookie","Hoboh",1,"WH","5/15/97",6538,18.4,"Yerkes","B",NA,6,2,5,6,4,1,3,4,3,2,6,4,2,5,2,3,3,3,2,4,3,4,3,2,4,4,4,5,3,4,2,2,2,3,3,5,5,3,5,5,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"07/10/1974","Vonee","",1,"JK","06/05/2002",10192,28.6,"Yerkes","A",4,4,2,4,5,5,1,4,4,1,7,1,5,6,1,4,6,5,1,6,5,6,5,1,6,3,1,1,4,6,1,6,4,7,3,7,2,1,7,1,1,1,6,5,"07/10/1974","Vonee","","Yerkes",4,1,"MB","06/05/2002","B",3,2,7,1,4,7,5,3,6,2,4,7,2,4,3,7,7,7,7,7,1,2,6,7,2,1,1,7,7,7,7,1,1,7,3,7,6,7,7,4,6,1,1,4.5,5,4,6,1.5,4,4,2,7,1,6,6.5,1,5.5,6.5,4.5,2,6,6,6.5,4.5,1.5,6.5,3,3.5,1,5.5,6.5,1,4,3,7,5,7,1.5,1,7,1,1,1.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Azalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"03/07/1997","Peony","Rhett",0,"SS","1/19/99",683,1.9,"Yerkes","A",NA,1,1,2,3,4,1,1,1,1,5,2,4,5,1,4,1,1,1,1,4,4,2,2,4,2,4,1,3,2,1,3,1,2,2,3,2,1,4,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yerkes","Alive","7/14/11","129/69",74.5,"7/14/10","105/87",73.2,"08/12/2008","149/89",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Bertha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"03/05/1977","Reba","Hep",0,"WH","7/28/97",7450,20.9,"Yerkes","A",2,4,5,5,4,4,6,5,4,4,4,3,4,3,5,4,4,5,5,5,3,3,5,5,4,5,5,5,4,4,6,4,5,5,4,4,4,5,4,4,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
